영화명,매출액,관객수,대표국적,배급사,제작국가,감독,장르1,장르2,장르3,장르4,장르5,장르6,장르7
스페셜포스: 블러드마운틴,65000,25,0,(주)스토리제이,터키,알페르 카글라,,,,,,,
아내의 불륜고백,150000,25,1,(주)도키엔터테인먼트,일본,긴 류지,,,,,,,
거짓말 섹스가 좋아,50000,25,3,(주)케이알씨지,한국,이세일,,,,,,,
인헤리턴스,193000,25,0,(주)에스와이코마드,"프랑스,이스라엘,터키,팔레스타인",히암 압바스,,,,,,,
야동보기 좋은 날,150000,25,3,주식회사 씨엠닉스,한국,권문선,,,,,,,
기억속에 퍼즐,200000,25,0,(주)앤드플러스미디어웍스,영국,매트 화이트크로스,,,,,,,
포르노그래퍼,122000,25,0,THE 픽쳐스,체코,이레나 파블라스코바,,,,,,,
랑데부,102000,25,0,THE 픽쳐스,네덜란드,앙투와네트 베우머,,,,,,,
부라더 2018,36000,25,2,(주)케이알씨지,미국,제임스 프랭코,,,,,,,
불청객 - 반가운 손님,90000,25,3,THE 픽쳐스,한국,최형렬,,,,,,,
용의자: 폭탄 테러를 막아라,25000,25,2,(주)케이알씨지,미국,찰스 매튜,,,,,,,
맛있는 섹스 - 인연,50000,25,3,(주)케이알씨지,한국,이세일,,,,,,,
전망 좋은 방-맛있는 섹스,50000,25,3,(주)케이알씨지,한국,이세일,,,,,,,
창공으로,166500,25,3,㈜트라이엄프픽쳐스,한국,이인수,,,,,,,
대전차 특공대: 스페셜 포스,63000,24,2,(주)케이알씨지,미국,라이언 리틀,,,,,,,
레전드 갱스터 2 크레이스 형제,66000,24,0,주식회사 풍경소리,영국,잭커리 애들러,,,,,,,
탱크 432,94000,24,0,(주)소나무픽쳐스,영국,닉 질레스피,,,,,,,
포 엘렌,192000,24,2,주식회사 루믹스미디어,미국,김소영,,,,,,,
갈리폴리: 최악의 상륙작전,94000,24,0,더그레이트 컴퍼니,터키,예심 세즈긴,,,,,,,
허클베리 핀의 매직 어드벤쳐: 램프의 요정 지니에게 소원을 말해봐,130000,24,0,(주)소나무픽쳐스,러시아,블라드렌 바르베,,,,,,,
팔괘장: 무림쟁패,130000,24,0,(주)소나무픽쳐스,중국,곽회중,,,,,,,
메이드 - 하녀의저주,168000,24,0,데이지엔터테인먼트,싱가포르,캘빈 통,,,,,,,
1820: 잃어버린 제국의 비밀,130000,24,0,(주)소나무픽쳐스,러시아,유리 모로즈,,,,,,,
비호외전,132000,23,0,(주)소나무픽쳐스,중국,전승위,,,,,,,
데들리 크로싱,72000,22,2,(주)소나무픽쳐스,미국,키오니 왁스먼,,,,,,,
흑야,119000,22,1,(주)부귀영화,"일본,태국,홍콩","아키야마 다카히코,양백견,타니트 지트나쿤",,,,,,,
퍼스트 킹 왕의 탄생,54000,22,0,주식회사 풍경소리,영국,필립 토드,,,,,,,
잃어버린 황금을 찾아서,117000,22,0,(주)소나무픽쳐스,프랑스,에릭 베스나드,,,,,,,
정사: 불륜의 맛,103000,21,3,(주)케이알씨지,한국,이민,,,,,,,
네 무덤에 침을 뱉어라,147000,21,2,주식회사 루믹스미디어,미국,스티븐 R. 몬로,,,,,,,
섹스배틀로얄,140000,20,1,(주)케이알씨지,일본,히로타 미키오,,,,,,,
파라노말 포제션,111000,20,0,㈜코리아스크린,영국,"스티브 이슬레스,앤드류 컬",,,,,,,
바이 더 건,200000,20,2,모비딕엔터테인먼트(주),미국,제임스 모턴,,,,,,,
피어 오브 다크니스,200000,20,0,모비딕엔터테인먼트(주),호주,크리스토퍼 피쳇,,,,,,,
더 매니저,200000,20,2,(주)무브먼트 픽쳐스,미국,클라크 그레그,,,,,,,
컨파인스,100000,20,2,모비딕엔터테인먼트(주),미국,이탄 락커웨이,,,,,,,
고질라 - 파이널 워즈,120000,20,1,씨네힐,"일본,미국,호주,중국",기타무라 류헤이,,,,,,,
걷기 좋은 날,80000,20,3,(주)웃기씨네,한국,박용주,,,,,,,
화이트 노이즈 2,140000,20,2,㈜코리아스크린,"미국,캐나다",패트릭 루지어,,,,,,,
오르가즘 레슨 하드코어편,100000,20,1,(주)에스와이미디어,일본,타카하라 히데카즈,,,,,,,
더 마인즈 아이,100000,20,2,모비딕엔터테인먼트(주),미국,조 베고스,,,,,,,
쇼다운 인 마닐라,100000,20,2,모비딕엔터테인먼트(주),미국,마크 다카스코스,,,,,,,
도깅 : 공개섹스,100000,20,0,(주)소나무픽쳐스,영국,사이몬 엘리스,,,,,,,
미스테리 예고살인,80000,20,2,스크린조이,미국,루시우스 C. 쿠에트,,,,,,,
필동,137000,20,3,"레지스탕스 필름,(주)파란프로덕션",한국,필동,,,,,,,
대재앙,100000,20,2,(유)조이앤컨텐츠그룹,미국,미초 루타르,,,,,,,
파이판,153000,20,0,(주)마노엔터테인먼트,중국,제이민,,,,,,,
플래쉬운즈,100000,20,2,(주)케이알씨지,미국,댄 가르시아,,,,,,,
칸나누나의 비밀일기 2,120000,20,1,(유)조이앤컨텐츠그룹,일본,토모마츠 나오유키,,,,,,,
깊은 사랑,120000,20,3,(주)케이알씨지,한국,이세일,,,,,,,
건달 가정부,140000,20,1,(주)케이알씨지,일본,후지와라 켄이치,,,,,,,
스테이크 랜드,100000,20,2,(주)소나무픽쳐스,미국,짐 믹클,,,,,,,
코드,100000,20,2,(주)동아수출공사,"미국,독일",미미 레더,,,,,,,
"간호사, 오후의 정사 2",108000,20,1,(주)도키엔터테인먼트,일본,쿠보데라 카즈토,,,,,,,
대지진 2014,10000,20,2,스크린조이,미국,매트 코드,,,,,,,
휴먼 컨트랙트,100000,20,2,(주)케이알씨지,미국,제이다 핀켓 스미스,,,,,,,
리얼다큐 섹스실전강좌,100000,20,1,(주)에스와이미디어,일본,타카하라 히데카즈,,,,,,,
오르가즘 레슨 페티쉬편,100000,20,1,(주)에스와이미디어,일본,타카하라 히데카즈,,,,,,,
하나님 나라에는 악마가 살고 있다,100000,20,0,(주)에스와이미디어,캐나다,래리 켄트,,,,,,,
캡처 킬 릴리즈,100000,20,0,(주)에스와이미디어,캐나다,"닉 맥애널티,브라이언 앨런 스튜어트",,,,,,,
인사이드 링: 항공기를 훔쳐라,100000,20,0,(주)소나무픽쳐스,프랑스,로렌트 투엘,,,,,,,
블러드 문 : 나바호의 전설,100000,20,0,(주)에스와이미디어,영국,제레미 우딩,,,,,,,
퍼펙트 웨폰,100000,20,2,모비딕엔터테인먼트(주),미국,타이투스 파,,,,,,,
머리 감겨주는 거유미용실,200000,20,1,(주)영진크리에이티브,일본,에토 우도,,,,,,,
분노의 추격자,48000,19,0,(주)케이알씨지,영국,마이크 독스포드,,,,,,,
로봇전쟁,54000,19,0,케이티하이텔(주),영국,네일 로우,,,,,,,
헌팅 더 팬텀,155000,19,0,(주)콘텐츠윙,카자흐스탄,마리나 쿠나로바,,,,,,,
블러드 골드: 트레저 헌터,47000,19,2,주식회사 풍경소리,미국,갤란 코넬,,,,,,,
라스트 맨: 지구를 마지막으로 본 남자,43000,19,0,주식회사 풍경소리,아르헨티나,로드리고 H. 비라,,,,,,,
홀리 에어,29000,19,0,(주)아이아스플러스,이스라엘,샤디 스로어,,,,,,,
새디스트,23000,19,0,(주)액티버스엔터테인먼트,영국,크레이그 굿윌,,,,,,,
크레이지 인 러브,36000,19,0,(주)액티버스엔터테인먼트,프랑스,재키 카투,,,,,,,
온천에서 유혹하는 처제,54000,18,1,(주)도키엔터테인먼트,일본,드래곤 니시카와,,,,,,,
스페이스 둠스데이,126000,18,2,스크린조이,미국,닐 존슨,,,,,,,
드래곤 킹 레전드,90000,18,2,스크린조이,미국,조셉 J. 로손,,,,,,,
기이한 춤 : 기무,98000,18,3,시네마달,한국,박동현,,,,,,,
천국에 있는 것처럼,102000,18,0,TCO(주)더콘텐츠온,스웨덴,케이 폴락,,,,,,,
리틀 고비,121000,18,0,(주)누리픽쳐스,중국,토니 탕,,,,,,,
종로3가역2번출구,76000,18,3,주식회사 씨엠닉스,한국,권중목,,,,,,,
알 카포네 스카페이스의 전설,31000,18,2,주식회사 풍경소리,미국,티모시 우드워드 주니어,,,,,,,
나는 쓰레기다,113000,18,3,이상우 필름,한국,이상우,,,,,,,
테러 트랩,170000,17,2,(주)케이알씨지,미국,댄 가르시아,,,,,,,
살인이론,141000,17,2,판씨네마(주),미국,크리스 무어,,,,,,,
딥 인 더 우드,102000,17,0,(주)컴퍼니엘,"프랑스,독일",브누와 쟉꼬,,,,,,,
지구대충돌,85000,17,0,스크린조이,캐나다,폴 질러,,,,,,,
인휴먼즈,170000,17,2,2.5,미국,로엘 르네,,,,,,,
킹 아더 전설의 서막,48000,17,0,주식회사 풍경소리,영국,마르코 반 벨,,,,,,,
레전드 갱스터 크레이스 형제,32000,17,0,주식회사 풍경소리,영국,잭커리 애들러,,,,,,,
애정소년 잔혹사,56500,17,3,이상우 필름,한국,장기원,,,,,,,
엔티티 블레이드,45000,17,0,주식회사 레드아이스,필리핀,페드링 로페즈,,,,,,,
애국청년 변희재,58000,17,3,노네임 필름,한국,강의석,,,,,,,
그림자 먹는 개,104000,17,3,영화사 마농(주),한국,최나니,,,,,,,
워 오브 투모로우,34000,17,0,(주)소나무픽쳐스,"호주,미국",스튜어트 베티,,,,,,,
패스트 콘보이,84000,17,0,주식회사 풍경소리,프랑스,프레더릭 스코엔도에퍼,,,,,,,
마피아,112000,16,2,스크린조이,미국,라이언 콤즈,,,,,,,
익스트림 피어,112000,16,2,스크린조이,미국,마이클 코르빅,,,,,,,
더 크리미널 마인드 : 공공의 적,16000,16,0,(주)아이엠비씨,홍콩,서기주,,,,,,,
"작년 겨울, 너와 이별",16000,16,1,(주)아이엠비씨,일본,타키모토 토모유키,,,,,,,
패왕화 스페셜 포스,42000,16,0,(주)케이알씨지,홍콩,전국위,,,,,,,
아메리칸 오지,107000,16,2,㈜코리아스크린,미국,"알렉스 그레고리,피터 휴익",,,,,,,
더티 로맨스,106000,16,3,이상우 필름,한국,이상우,,,,,,,
누나를 사랑한 동생,96000,16,1,(주)도키엔터테인먼트,일본,카와사키 군지,,,,,,,
미스터 추: 기발한 미국 유학기,115000,16,2,THE 픽쳐스,미국,"찰스 추,게빈 켈리",,,,,,,
소중한 날의 꿈 감독판,75000,15,3,에이원엔터테인먼트,한국,"안재훈,한혜진",,,,,,,
걸스 온 탑2,97500,15,0,㈜코리아스크린,독일,피터 게르시나,,,,,,,
20세기 소년 ; 최종장 - 우리들의 깃발,110000,15,1,㈜메가박스,일본,츠츠미 유키히코,,,,,,,
K-20 괴도가면,104000,15,1,㈜크래커픽쳐스,일본,사토 시마코,,,,,,,
패밀리가 간다,60000,15,2,프리비젼엔터테인먼트,미국,마리우스 발커나스,,,,,,,
셔틀,60000,15,2,(주)케이앤엔터테인먼트,미국,에드워드 앤더슨,,,,,,,
타임 러쉬,24000,15,2,(유)조이앤시네마,미국,다니엘 지릴리,,,,,,,
브레이크 블레이드4: 세기의 전쟁,30000,15,1,(주)케이알씨지,일본,하바라 노부유시,,,,,,,
뉴욕 갱스터,40000,15,2,(주)케이알씨지,미국,제시 테레로,,,,,,,
하드 로맨티커,75000,15,1,스크린조이,일본,구수연,,,,,,,
라이브 TV,128000,15,3,더컨텐츠콤(주),한국,"김선웅,손광수",,,,,,,
라스트 솔져스: 최후의 결전,70000,14,0,(주)스토리제이,우크라이나,아카텐 세이타블라예프,,,,,,,
악녀의 시,123000,14,3,노바엔터테인먼트,한국,무명,,,,,,,
소년 이야기,84000,14,3,THE 픽쳐스,한국,변주현,,,,,,,
할 수 있는 자가 구하라,93000,14,3,㈜인디스토리,한국,윤성호,,,,,,,
좀비 파이트 클럽,98000,14,0,주식회사 마운틴픽쳐스,"홍콩,대만",전인호,,,,,,,
야쿠자의 섹스 상,84000,14,1,(주)비엠컬쳐스,일본,이토 히데히로,,,,,,,
2차 노출,89000,14,0,라인트리엔터테인먼트,중국,리 위,,,,,,,
러브 인 샌프란시스코,68000,14,0,㈜코리아스크린,영국,폴 마예다 베르제,,,,,,,
2017 동명이인 프로젝트,130000,13,3,올드웨일,한국,이경원,,,,,,,
제트스톰 2: 승부조작단,62000,13,0,씨네그루(주)키다리이엔티,홍콩,임덕록,,,,,,,
휴매니티 뷰로우: 인류관리국,27000,13,0,주식회사 풍경소리,캐나다,롭 W. 킹,,,,,,,
더 가디언즈,55000,13,0,윤스,러시아,사릭 안드레아시안,,,,,,,
슬럿,78000,13,0,(주)컴퍼니엘,"독일,이스라엘",하갈 벤 애셔,,,,,,,
레드나잇,88000,13,0,(주)액티버스엔터테인먼트,"홍콩,프랑스,벨기에","줄리앙 카본,로랑 코티오드",,,,,,,
익스트랙티드,84000,13,2,어뮤즈,미국,니르 패니리,,,,,,,
타임트랩 워,21000,13,0,(주)케이알씨지,캐나다,폴 질러,,,,,,,
방콕 크리미널,21000,13,0,(주)케이알씨지,태국,코르라도 보치아,,,,,,,
세이빙 미스터 우,88000,13,0,주식회사 풍경소리,중국,딩성,,,,,,,
성룡의 아시수,88000,13,0,주식회사 풍경소리,중국,송윤희,,,,,,,
정사 4,65000,13,0,(주)케이알씨지,멕시코,알폰소 피네다 우조아,,,,,,,
노바디 웍스,73000,13,2,(주)드림웨스트픽쳐스,미국,라이 루소 영,,,,,,,
멜로디의 미소,91000,13,0,프리비젼엔터테인먼트,프랑스,알프레드 로트,,,,,,,
말로니의 두 번째 이야기,73000,12,0,(주)우성엔터테인먼트,프랑스,엠마누엘 베르코,,,,,,,
헤라클레스: 전설의 부활,60000,12,2,스크린조이,미국,닉 라이온,,,,,,,
로스트 인 더 선,108000,12,2,(주)무브먼트 픽쳐스,미국,트레이 넬슨,,,,,,,
암컷 타락 유부녀,36000,12,1,(주)도키엔터테인먼트,일본,긴 류지,,,,,,,
산의 톰씨,33000,11,1,(주)엔케이컨텐츠,일본,우에다 오토,,,,,,,
정복자 1453,105000,11,0,(주)토러스엔터테인먼트,터키,파룩 악소이,,,,,,,
따라지 : 비열한 거리,103000,11,3,(주)드림팩트엔터테인먼트,한국,신동엽,,,,,,,
글래머 여선생의 야한 수업,109000,11,1,(주)영진크리에이티브,일본,나니와 텐카쿠,,,,,,,
플레이백,77000,11,2,㈜코리아스크린,미국,마이클 A. 니클즈,,,,,,,
레이지 헤이지 크레이지,76000,11,0,주식회사 풍경소리,홍콩,육이심,,,,,,,
완전한 노예,110000,11,1,(주)에스와이미디어,일본,코시자카 야스시,,,,,,,
당신의 벽이 속삭일때,74000,11,0,(주)컴퍼니엘,독일,그르제고르즈 무스칼라,,,,,,,
욕정에 무너진 새엄마,60000,10,1,(주)도키엔터테인먼트,일본,카리노나 마이,,,,,,,
이케부쿠로 양키전쟁 2 - 사키,100000,10,1,(주)영진크리에이티브,일본,코미나미 토시야,,,,,,,
덤프걸 유코,100000,10,1,(주)영진크리에이티브,일본,타이나카 요조,,,,,,,
능욕당한 여자 : 사키,100000,10,1,(주)에스와이미디어,일본,오쿠 와타루,,,,,,,
롯본기 양키전쟁,100000,10,1,(주)영진크리에이티브,일본,코미나미 토시야,,,,,,,
자매 : 쾌락의 노예,100000,10,1,(주)에스와이미디어,일본,카키하라 토시유키,,,,,,,
유부녀 트럭걸,100000,10,1,(주)영진크리에이티브,일본,타이나카 요조,,,,,,,
트럭걸의 사랑이야기,100000,10,1,(주)영진크리에이티브,일본,에지리 다이,,,,,,,
풍운 2,50000,10,0,팝엔터테인먼트,홍콩,"대니 팽,옥사이드 팽 천",,,,,,,
이케부쿠로 양키전쟁,100000,10,1,(주)영진크리에이티브,일본,조조 히데오,,,,,,,
레몬 트리 패시지 : 죽음의 질주,100000,10,0,(주)에스와이미디어,호주,데이빗 캠벨,,,,,,,
겟 어웨이 오브 러브,100000,10,0,주식회사 대양미디어,이탈리아,토니노 잔가르디,,,,,,,
과외선생님 : 심화학습편,100000,10,1,(주)소나무픽쳐스,일본,오부치 아키라,,,,,,,
노리코의 누드스케치,30000,10,1,(주)도키엔터테인먼트,일본,오부치 아키라,,,,,,,
이지메-여고생의 혼잣말,100000,10,1,(주)영진크리에이티브,일본,후지와라 켄이치,,,,,,,
성스러운 스즈네 : 에볼루션,100000,10,1,(주)루스아트,일본,카네다 류,,,,,,,
데드랜드,50000,10,0,(주)토러스엔터테인먼트,"뉴질랜드,영국",토아 프레이저,,,,,,,
시아버지의 쾌락,30000,10,1,(주)도키엔터테인먼트,일본,긴 류지,,,,,,,
존 윅: 특별판,30000,10,2,(유)조이앤시네마,미국,"데이빗 레이치,채드 스타헬스키",,,,,,,
걸 아바타,100000,10,1,(주)영진크리에이티브,일본,노스미 히데미,,,,,,,
섹션제로-3구역,50000,10,0,(주)아펙스 엔터테인먼트,프랑스,올리비에르 마샬,,,,,,,
천재도둑미스터A,60000,10,0,(유)영화사 화수분,인도,산자이 가드비,,,,,,,
반숙소녀,60000,10,0,(유)영화사 화수분,"말레이시아,대만",아우,,,,,,,
앤트보이: 레드퓨리의 복수,15000,10,0,(주)액티버스엔터테인먼트,"덴마크,독일",애스크 해쎌바르크,,,,,,,
엄마의맛-무삭제,50000,10,3,스마일컨텐츠,한국,박주영,,,,,,,
친구 누나 무삭제,100000,10,3,(주)영화사 사계절,한국,채길병,,,,,,,
영화관에서 발정,30000,10,1,(주)도키엔터테인먼트,일본,키무라 켄지,,,,,,,
성스러운 스즈네 : 제네시스,100000,10,1,(주)루스아트,일본,카네다 류,,,,,,,
오일 마사지샵의 비밀,30000,10,1,(주)도키엔터테인먼트,일본,카타오카 슈지,,,,,,,
간통: 사장님의 아내,100000,10,1,(주)영진크리에이티브,일본,카에데,,,,,,,
메가샤크VS크로코사우러스,50000,10,2,(주)케이알씨지,미국,크리스토퍼 레이,,,,,,,
여비서의 불륜,30000,10,1,(유)조이앤컨텐츠그룹,일본,교우야 타다시,,,,,,,
카즈미-바디미션,30000,10,1,(유)조이앤컨텐츠그룹,일본,와타베 세이치,,,,,,,
베스트러브 그리고 정사,30000,10,1,(유)조이앤컨텐츠그룹,일본,카타오카 슈지,,,,,,,
O의 정사,30000,10,1,(유)조이앤컨텐츠그룹,일본,카타오카 슈지,,,,,,,
물의 목소리를 듣다,100000,10,1,(주)에스와이미디어,일본,야마모토 마사시,,,,,,,
감금일지-메이드,100000,10,1,(주)에스와이미디어,일본,오카자키 요시유키,,,,,,,
여성배우들,100000,10,1,(주)에스와이미디어,일본,모리카와 케이,,,,,,,
SP우먼,30000,10,1,(주)도키엔터테인먼트,일본,유호 히토시,,,,,,,
사소리외전,30000,10,1,(주)도키엔터테인먼트,일본,후지와라 켄이치,,,,,,,
어덜트 24살의 사랑,30000,10,1,(주)도키엔터테인먼트,일본,나카마치 사쿠,,,,,,,
친구엄마: 은밀한 유혹,100000,10,1,(주)영진크리에이티브,일본,네지메 지로,,,,,,,
서도가 마나미의 정사,30000,10,1,(주)도키엔터테인먼트,일본,이시카와 킨,,,,,,,
스무살의 이중생활,100000,10,3,(주)케이알씨지,한국,이숭환,,,,,,,
훔쳐보기-노조키맨,30000,10,1,(주)도키엔터테인먼트,일본,카타오카 슈지,,,,,,,
